intended_pedal,scenario,heel_x,heel_y,heel_center_x,heel_center_y,heel_pressure,brake_pressed,accel_pressed,car_velocity_kph,heel_anchor_dx,heel_anchor_dy,actual_pressed_pedal,risk_score,safety
accel,accel_press_high_speed_warning,"[0.3925, 0.4975]","[0.8129, 0.878]",0.445,0.8454,63.65,0,1,39.92,-0.0062,0.0104,accel,0.0,1
accel,safe_centered,"[0.4013, 0.5132]","[0.7953, 0.8709]",0.4573,0.8331,25.66,0,1,33.45,0.0061,-0.0019,accel,0.0,0
accel,safe_brake_cover,"[0.3849, 0.455]","[0.8167, 0.8798]",0.42,0.8482,60.62,0,1,15.29,-0.0312,0.0132,accel,0.033,0
brake,heel_left_warning,"[0.3325, 0.4537]","[0.8147, 0.8917]",0.3931,0.8532,40.89,1,0,21.99,-0.0581,0.0182,brake,0.363,1
brake,heel_left_danger,"[0.3136, 0.395]","[0.789, 0.8345]",0.3543,0.8118,40.51,1,0,19.91,-0.0969,-0.0232,brake,1.138,2
brake,safe_centered,"[0.4177, 0.5253]","[0.7974, 0.8646]",0.4715,0.831,47.2,1,0,35.65,0.0203,-0.004,brake,0.213,0
accel,heel_right_danger,"[0.5676, 0.6558]","[0.811, 0.8863]",0.6117,0.8487,36.37,0,1,34.66,0.1605,0.0137,accel,2.41,2
brake,safe_centered,"[0.4104, 0.516]","[0.8065, 0.8786]",0.4632,0.8425,39.97,1,0,49.96,0.012,0.0075,brake,0.0,0
accel,heel_left_warning,"[0.3493, 0.4504]","[0.7953, 0.8712]",0.3999,0.8332,49.92,0,1,33.67,-0.0513,-0.0018,accel,0.795,1
brake,safe_brake_cover,"[0.3862, 0.4971]","[0.8258, 0.8995]",0.4417,0.8626,54.48,1,0,29.66,-0.0095,0.0276,brake,0.0,0
brake,brake_press_low_speed_warning,"[0.3957, 0.5043]","[0.7984, 0.8734]",0.45,0.8359,65.14,1,0,2.46,-0.0012,0.0009,brake,0.8,1
accel,heel_too_close_warning,"[0.4012, 0.5201]","[0.7011, 0.7756]",0.4607,0.7383,45.65,0,1,51.33,0.0095,-0.0967,accel,0.616,1
brake,safe_slight_right,"[0.3914, 0.5197]","[0.8194, 0.8906]",0.4556,0.855,35.25,1,0,25.51,0.0044,0.02,brake,0.0,0
accel,panic_random_danger,"[0.8643, 0.9724]","[0.7564, 0.8353]",0.9183,0.7959,45.88,0,0,41.58,0.4671,-0.0391,none,21.719,2
brake,safe_slight_right,"[0.4199, 0.5002]","[0.7884, 0.8722]",0.4601,0.8303,40.39,1,0,28.9,0.0089,-0.0047,brake,0.0,0
brake,safe_brake_cover,"[0.4114, 0.5062]","[0.8094, 0.8862]",0.4588,0.8478,45.51,1,0,21.48,0.0076,0.0128,brake,0.0,0
accel,heel_left_danger,"[0.2691, 0.4074]","[0.8011, 0.8677]",0.3382,0.8344,60.05,0,1,10.24,-0.113,-0.0006,accel,3.732,2
brake,safe_brake_cover,"[0.4045, 0.4798]","[0.7894, 0.8805]",0.4421,0.8349,50.34,1,0,44.14,-0.0091,-0.0001,brake,0.0,0
brake,heel_too_close_warning,"[0.3839, 0.4995]","[0.7238, 0.8081]",0.4417,0.7659,62.41,1,0,43.92,-0.0095,-0.0691,brake,0.238,1
accel,heel_right_danger,"[0.4981, 0.6128]","[0.7838, 0.8531]",0.5555,0.8185,58.51,0,1,5.08,0.1043,-0.0165,accel,1.285,2
accel,heel_right_danger,"[0.5285, 0.6123]","[0.7872, 0.8642]",0.5704,0.8257,66.91,0,1,18.92,0.1192,-0.0093,accel,1.583,2
accel,safe_brake_cover,"[0.4001, 0.5165]","[0.7835, 0.8571]",0.4583,0.8203,40.55,0,1,25.27,0.0071,-0.0147,accel,0.0,0
accel,safe_brake_cover,"[0.3769, 0.4928]","[0.8049, 0.8624]",0.4349,0.8336,41.59,0,1,38.92,-0.0163,-0.0014,accel,0.0,0
accel,heel_right_warning,"[0.4326, 0.5353]","[0.783, 0.8669]",0.4839,0.8249,60.26,0,1,10.94,0.0327,-0.0101,accel,0.0,1
brake,heel_right_danger,"[0.546, 0.6337]","[0.8172, 0.8572]",0.5898,0.8372,41.2,1,0,74.85,0.1386,0.0022,brake,6.919,2
accel,no_pedal_danger,"[0.396, 0.4773]","[0.7756, 0.8518]",0.4366,0.8137,50.83,0,0,35.62,-0.0146,-0.0213,none,3.9,2
brake,brake_press_low_speed_warning,"[0.403, 0.5057]","[0.8011, 0.8702]",0.4544,0.8356,39.64,1,0,6.81,0.0032,0.0006,brake,0.0,1
brake,heel_too_close_warning,"[0.4283, 0.5237]","[0.6996, 0.7825]",0.476,0.7411,47.61,1,0,33.57,0.0248,-0.0939,brake,0.94,1
accel,wrong_pedal_danger,"[0.4233, 0.5226]","[0.8208, 0.8914]",0.4729,0.8561,59.2,1,0,16.63,0.0217,0.0211,brake,5.5,2
brake,heel_right_warning,"[0.469, 0.5406]","[0.8028, 0.8658]",0.5048,0.8343,44.81,1,0,33.0,0.0536,-0.0007,brake,1.818,1
accel,safe_centered,"[0.3996, 0.5165]","[0.8106, 0.9029]",0.4581,0.8567,38.15,0,1,31.74,0.0069,0.0217,accel,0.0,0
brake,heel_left_warning,"[0.3311, 0.4554]","[0.8099, 0.8667]",0.3932,0.8383,58.55,1,0,22.46,-0.058,0.0033,brake,0.359,1
accel,safe_brake_cover,"[0.3785, 0.4773]","[0.7988, 0.8513]",0.4279,0.8251,62.61,0,1,19.6,-0.0233,-0.0099,accel,0.0,0
brake,heel_left_danger,"[0.2535, 0.3576]","[0.7975, 0.8529]",0.3056,0.8252,50.92,1,0,5.5,-0.1456,-0.0098,brake,3.261,2
brake,safe_slight_right,"[0.4257, 0.5053]","[0.7524, 0.8406]",0.4655,0.7965,39.24,1,0,36.74,0.0143,-0.0385,brake,0.0,0
accel,safe_slight_right,"[0.407, 0.5234]","[0.8093, 0.8999]",0.4652,0.8546,45.99,0,1,32.95,0.014,0.0196,accel,0.0,0
brake,safe_centered,"[0.4007, 0.5051]","[0.8145, 0.866]",0.4529,0.8403,31.0,1,0,12.5,0.0017,0.0053,brake,0.0,0
accel,safe_centered,"[0.4079, 0.4943]","[0.7967, 0.8775]",0.4511,0.8371,43.29,0,1,26.2,-0.0001,0.0021,accel,0.0,0
brake,heel_too_close_warning,"[0.4032, 0.495]","[0.7363, 0.7944]",0.4491,0.7654,43.78,1,0,19.24,-0.0021,-0.0696,brake,0.245,1
brake,safe_centered,"[0.4105, 0.5071]","[0.7819, 0.8646]",0.4588,0.8232,39.11,1,0,36.73,0.0076,-0.0118,brake,0.0,0
accel,accel_press_high_speed_warning,"[0.3871, 0.488]","[0.8003, 0.8856]",0.4375,0.8429,65.65,0,1,60.38,-0.0137,0.0079,accel,1.0,1
brake,no_pedal_danger,"[0.4169, 0.491]","[0.7843, 0.8719]",0.4539,0.8281,64.72,0,0,47.9,0.0027,-0.0069,none,3.9,2
accel,safe_slight_right,"[0.3846, 0.4963]","[0.7876, 0.873]",0.4404,0.8303,43.78,0,1,8.1,-0.0108,-0.0047,accel,0.0,0
accel,heel_right_danger,"[0.5298, 0.6335]","[0.7837, 0.8538]",0.5817,0.8188,60.16,0,1,22.66,0.1305,-0.0162,accel,1.81,2
brake,heel_left_warning,"[0.3277, 0.4701]","[0.8371, 0.9095]",0.3989,0.8733,50.26,1,0,37.18,-0.0523,0.0383,brake,0.246,1
accel,heel_left_danger,"[0.2825, 0.3612]","[0.7983, 0.8845]",0.3219,0.8414,52.83,0,1,24.59,-0.1293,0.0064,accel,5.041,2
brake,safe_slight_right,"[0.4201, 0.4871]","[0.8008, 0.8792]",0.4536,0.84,43.2,1,0,44.64,0.0024,0.005,brake,0.0,0
accel,safe_brake_cover,"[0.3719, 0.4743]","[0.7964, 0.8793]",0.4231,0.8379,37.44,0,1,20.57,-0.0281,0.0029,accel,0.0,0
brake,safe_slight_right,"[0.415, 0.504]","[0.7762, 0.8606]",0.4595,0.8184,38.56,1,0,41.8,0.0083,-0.0166,brake,0.0,0
brake,accel_press_high_speed_warning,"[0.3921, 0.4938]","[0.7994, 0.8709]",0.443,0.8351,60.08,0,1,73.83,-0.0082,0.0001,accel,5.5,2
accel,safe_slight_right,"[0.4033, 0.5188]","[0.8151, 0.8816]",0.461,0.8484,45.98,0,1,21.58,0.0098,0.0134,accel,0.0,0
brake,panic_random_danger,"[0.1279, 0.2066]","[0.8705, 0.9366]",0.1673,0.9036,57.62,0,0,4.22,-0.2839,0.0686,none,13.439,2
accel,heel_right_warning,"[0.47, 0.5734]","[0.8374, 0.8973]",0.5217,0.8673,51.8,0,1,51.37,0.0705,0.0323,accel,0.61,1
accel,safe_slight_right,"[0.4047, 0.5008]","[0.8196, 0.8836]",0.4527,0.8516,44.56,0,1,13.83,0.0015,0.0166,accel,0.0,0
brake,heel_right_danger,"[0.5424, 0.641]","[0.7981, 0.875]",0.5917,0.8365,51.94,1,0,45.74,0.1405,0.0015,brake,7.03,2
brake,heel_left_warning,"[0.3462, 0.441]","[0.7747, 0.8476]",0.3936,0.8111,52.07,1,0,0.0,-0.0576,-0.0239,brake,1.153,1
accel,wrong_pedal_danger,"[0.3985, 0.485]","[0.7986, 0.8718]",0.4418,0.8352,60.92,1,0,18.58,-0.0094,0.0002,brake,5.5,2
brake,safe_centered,"[0.4068, 0.4922]","[0.7917, 0.8699]",0.4495,0.8308,38.51,1,0,32.09,-0.0017,-0.0042,brake,0.0,0
brake,safe_brake_cover,"[0.3742, 0.4772]","[0.7644, 0.8531]",0.4257,0.8087,50.01,1,0,50.23,-0.0255,-0.0263,brake,0.0,0
accel,safe_brake_cover,"[0.3838, 0.4838]","[0.8048, 0.8671]",0.4338,0.8359,48.7,0,1,42.53,-0.0174,0.0009,accel,0.0,0
accel,heel_left_danger,"[0.3002, 0.4026]","[0.7999, 0.8644]",0.3514,0.8322,99.93,0,1,1.22,-0.0998,-0.0028,accel,3.057,2
brake,wrong_pedal_danger,"[0.3906, 0.4787]","[0.8176, 0.8916]",0.4347,0.8546,66.75,0,1,14.5,-0.0165,0.0196,accel,5.5,2
accel,safe_brake_cover,"[0.3902, 0.5066]","[0.8031, 0.8738]",0.4484,0.8385,37.47,0,1,29.1,-0.0028,0.0035,accel,0.0,0
accel,safe_slight_right,"[0.3947, 0.4757]","[0.7727, 0.8439]",0.4352,0.8083,40.8,0,1,42.24,-0.016,-0.0267,accel,0.0,0
brake,safe_brake_cover,"[0.3862, 0.4693]","[0.7787, 0.8581]",0.4278,0.8184,40.66,1,0,35.96,-0.0234,-0.0166,brake,0.0,0
accel,heel_too_close_warning,"[0.402, 0.4973]","[0.7232, 0.7939]",0.4497,0.7585,37.35,0,1,11.64,-0.0015,-0.0765,accel,0.331,1
brake,wrong_pedal_danger,"[0.3968, 0.4874]","[0.7713, 0.8551]",0.4421,0.8132,57.43,0,1,27.65,-0.0091,-0.0218,accel,5.5,2
brake,no_pedal_danger,"[0.3666, 0.4721]","[0.7937, 0.8422]",0.4193,0.8179,56.2,0,0,39.74,-0.0319,-0.0171,none,3.9,2
accel,heel_too_far_warning,"[0.3945, 0.5074]","[0.9083, 0.9741]",0.451,0.9412,82.05,0,1,41.34,-0.0002,0.1062,accel,1.526,1
brake,heel_too_far_warning,"[0.4276, 0.4964]","[0.8877, 0.9768]",0.462,0.9323,48.76,1,0,42.81,0.0108,0.0973,brake,1.237,1
brake,safe_brake_cover,"[0.3893, 0.4948]","[0.7979, 0.8552]",0.442,0.8265,43.54,1,0,42.44,-0.0092,-0.0085,brake,0.0,0
brake,heel_too_close_warning,"[0.3935, 0.5327]","[0.7205, 0.8103]",0.4631,0.7654,18.28,1,0,33.72,0.0119,-0.0696,brake,0.245,1
accel,panic_random_danger,"[0.1613, 0.2605]","[0.8972, 0.9559]",0.2109,0.9265,73.87,1,0,58.77,-0.2403,0.0915,brake,20.465,2
brake,safe_brake_cover,"[0.3818, 0.4731]","[0.8294, 0.9049]",0.4274,0.8672,50.27,1,0,7.83,-0.0238,0.0322,brake,0.0,0
accel,no_pedal_danger,"[0.4062, 0.5007]","[0.7906, 0.8527]",0.4535,0.8216,50.74,0,0,71.23,0.0023,-0.0134,none,3.9,2
accel,safe_brake_cover,"[0.4038, 0.4797]","[0.8097, 0.8822]",0.4417,0.846,44.58,0,1,8.79,-0.0095,0.011,accel,0.0,0
brake,safe_slight_right,"[0.4085, 0.5228]","[0.8255, 0.8862]",0.4656,0.8559,43.87,1,0,39.24,0.0144,0.0209,brake,0.0,0
accel,safe_slight_right,"[0.4068, 0.507]","[0.7922, 0.8788]",0.4569,0.8355,60.62,0,1,9.76,0.0057,0.0005,accel,0.0,0
accel,heel_too_close_warning,"[0.4195, 0.4938]","[0.7169, 0.7828]",0.4566,0.7498,58.95,0,1,21.64,0.0054,-0.0852,accel,0.44,1
accel,heel_too_close_warning,"[0.4032, 0.5044]","[0.7073, 0.7982]",0.4538,0.7528,52.56,0,1,29.61,0.0026,-0.0822,accel,0.403,1
accel,heel_left_warning,"[0.3472, 0.4451]","[0.7982, 0.8587]",0.3961,0.8285,52.19,0,1,25.91,-0.0551,-0.0065,accel,0.969,1
accel,no_pedal_danger,"[0.3845, 0.4697]","[0.8042, 0.8835]",0.4271,0.8439,36.02,0,0,44.16,-0.0241,0.0089,none,3.9,2
accel,brake_press_low_speed_warning,"[0.3781, 0.4698]","[0.8071, 0.8682]",0.424,0.8377,55.09,1,0,4.38,-0.0272,0.0027,brake,5.5,2
brake,safe_centered,"[0.4249, 0.508]","[0.7917, 0.871]",0.4665,0.8313,33.61,1,0,27.75,0.0153,-0.0037,brake,0.011,0
brake,heel_right_danger,"[0.5148, 0.6183]","[0.7882, 0.8487]",0.5666,0.8184,55.64,1,0,40.16,0.1154,-0.0166,brake,5.523,2
brake,safe_slight_right,"[0.4183, 0.5102]","[0.793, 0.8484]",0.4642,0.8207,54.59,1,0,41.65,0.013,-0.0143,brake,0.0,0
accel,heel_right_warning,"[0.4247, 0.5339]","[0.8071, 0.8807]",0.4793,0.8439,39.76,0,1,58.01,0.0281,0.0089,accel,1.0,1
accel,accel_press_high_speed_warning,"[0.4108, 0.5229]","[0.7929, 0.8898]",0.4669,0.8413,48.61,0,1,52.1,0.0157,0.0063,accel,0.0,1
accel,safe_brake_cover,"[0.3847, 0.5117]","[0.7882, 0.8366]",0.4482,0.8124,41.75,0,1,24.52,-0.003,-0.0226,accel,0.0,0
brake,accel_press_high_speed_warning,"[0.4128, 0.4854]","[0.7913, 0.8537]",0.4491,0.8225,42.16,0,1,50.81,-0.0021,-0.0125,accel,5.5,2
brake,accel_press_high_speed_warning,"[0.3994, 0.4915]","[0.7996, 0.8568]",0.4454,0.8282,58.29,0,1,61.42,-0.0058,-0.0068,accel,5.5,2
accel,safe_brake_cover,"[0.3824, 0.4764]","[0.8038, 0.8626]",0.4294,0.8332,37.98,0,1,22.33,-0.0218,-0.0018,accel,0.0,0
accel,heel_too_far_warning,"[0.4082, 0.5204]","[0.8752, 0.9469]",0.4643,0.9111,52.02,0,1,26.12,0.0131,0.0761,accel,0.547,1
accel,safe_brake_cover,"[0.3977, 0.5162]","[0.8025, 0.8674]",0.457,0.835,51.6,0,1,21.24,0.0058,-0.0,accel,0.0,0
brake,accel_press_high_speed_warning,"[0.4065, 0.5118]","[0.7921, 0.8516]",0.4591,0.8219,55.93,0,1,71.87,0.0079,-0.0131,accel,5.5,2
brake,safe_slight_right,"[0.4331, 0.5334]","[0.7954, 0.8634]",0.4833,0.8294,37.14,1,0,38.34,0.0321,-0.0056,brake,0.683,0
accel,safe_centered,"[0.3921, 0.4886]","[0.8072, 0.8933]",0.4403,0.8502,29.31,0,1,25.19,-0.0109,0.0152,accel,0.0,0
brake,safe_slight_right,"[0.397, 0.5249]","[0.7925, 0.8599]",0.461,0.8262,46.68,1,0,56.39,0.0098,-0.0088,brake,0.0,0
accel,safe_centered,"[0.3935, 0.4582]","[0.8078, 0.8735]",0.4258,0.8407,58.78,0,1,15.27,-0.0254,0.0057,accel,0.0,0
accel,safe_brake_cover,"[0.408, 0.4973]","[0.7944, 0.8753]",0.4527,0.8348,44.49,0,1,3.4,0.0015,-0.0002,accel,0.0,0
accel,brake_press_low_speed_warning,"[0.4265, 0.5285]","[0.7834, 0.8737]",0.4775,0.8285,38.63,1,0,12.42,0.0263,-0.0065,brake,5.5,2
accel,heel_too_far_warning,"[0.4079, 0.4978]","[0.9206, 0.9808]",0.4529,0.9507,51.18,0,1,53.53,0.0017,0.1157,accel,1.835,1
accel,no_pedal_danger,"[0.379, 0.5004]","[0.8179, 0.8881]",0.4397,0.853,66.73,0,0,35.47,-0.0115,0.018,none,3.9,2
accel,heel_left_danger,"[0.2939, 0.4043]","[0.8271, 0.9008]",0.3491,0.8639,59.8,0,1,44.22,-0.1021,0.0289,accel,3.166,2
brake,wrong_pedal_danger,"[0.3879, 0.482]","[0.7959, 0.8815]",0.435,0.8387,46.0,0,1,16.16,-0.0162,0.0037,accel,5.5,2
accel,no_pedal_danger,"[0.383, 0.4853]","[0.7682, 0.8439]",0.4342,0.8061,50.36,0,0,58.35,-0.017,-0.0289,none,3.9,2
brake,heel_too_far_warning,"[0.3965, 0.4993]","[0.8584, 0.9303]",0.4479,0.8944,55.25,1,0,24.6,-0.0033,0.0594,brake,0.117,1
brake,safe_brake_cover,"[0.3968, 0.4991]","[0.8002, 0.8769]",0.448,0.8385,33.71,1,0,47.05,-0.0032,0.0035,brake,0.0,0
brake,no_pedal_danger,"[0.4061, 0.5141]","[0.7827, 0.8451]",0.4601,0.8139,43.07,0,0,25.28,0.0089,-0.0211,none,3.9,2
accel,safe_centered,"[0.4114, 0.5083]","[0.8166, 0.8788]",0.4599,0.8477,45.34,0,1,21.22,0.0087,0.0127,accel,0.0,0
brake,safe_centered,"[0.3949, 0.5219]","[0.822, 0.8835]",0.4584,0.8528,29.3,1,0,43.58,0.0072,0.0178,brake,0.0,0
accel,safe_brake_cover,"[0.3907, 0.4842]","[0.7758, 0.8411]",0.4374,0.8085,44.72,0,1,5.97,-0.0138,-0.0265,accel,0.0,0
brake,heel_right_warning,"[0.4397, 0.5394]","[0.8079, 0.8803]",0.4895,0.8441,43.39,1,0,30.43,0.0383,0.0091,brake,0.934,1
brake,heel_too_close_warning,"[0.4057, 0.4798]","[0.709, 0.7748]",0.4428,0.7419,66.93,1,0,13.91,-0.0084,-0.0931,brake,0.539,1
brake,heel_right_warning,"[0.4321, 0.5348]","[0.8056, 0.8776]",0.4835,0.8416,39.35,1,0,21.36,0.0323,0.0066,brake,0.691,1
brake,safe_centered,"[0.3921, 0.5049]","[0.7943, 0.8496]",0.4485,0.822,48.63,1,0,35.51,-0.0027,-0.013,brake,0.0,0
brake,heel_too_far_warning,"[0.3908, 0.4981]","[0.8584, 0.9492]",0.4444,0.9038,58.54,1,0,9.45,-0.0068,0.0688,brake,0.311,1
brake,safe_slight_right,"[0.4038, 0.4907]","[0.8072, 0.8675]",0.4472,0.8374,42.55,1,0,20.2,-0.004,0.0024,brake,0.0,0
accel,safe_slight_right,"[0.4101, 0.4967]","[0.7852, 0.8508]",0.4534,0.818,37.67,0,1,23.5,0.0022,-0.017,accel,0.0,0
brake,safe_slight_right,"[0.4102, 0.5212]","[0.7945, 0.8727]",0.4657,0.8336,40.27,1,0,19.19,0.0145,-0.0014,brake,0.0,0
accel,safe_centered,"[0.4177, 0.5033]","[0.8053, 0.8736]",0.4605,0.8394,50.74,0,1,21.87,0.0093,0.0044,accel,0.0,0
brake,heel_left_warning,"[0.3445, 0.4411]","[0.8061, 0.8873]",0.3928,0.8467,37.15,1,0,12.77,-0.0584,0.0117,brake,0.368,1
accel,heel_too_close_warning,"[0.4312, 0.5224]","[0.7047, 0.7767]",0.4768,0.7407,46.07,0,1,38.16,0.0256,-0.0943,accel,0.554,1
accel,heel_left_warning,"[0.3358, 0.4445]","[0.8138, 0.8831]",0.3901,0.8485,44.09,0,1,51.45,-0.0611,0.0135,accel,1.251,1
brake,safe_centered,"[0.394, 0.502]","[0.8074, 0.867]",0.448,0.8372,32.49,1,0,62.02,-0.0032,0.0022,brake,0.0,0
accel,heel_right_warning,"[0.4622, 0.5382]","[0.7985, 0.8878]",0.5002,0.8431,38.76,0,1,45.47,0.049,0.0081,accel,0.18,1
accel,heel_right_warning,"[0.4529, 0.5688]","[0.7879, 0.8748]",0.5109,0.8314,54.65,0,1,41.32,0.0597,-0.0036,accel,0.394,1
brake,safe_slight_right,"[0.4139, 0.5215]","[0.8066, 0.8762]",0.4677,0.8414,47.3,1,0,40.54,0.0165,0.0064,brake,0.061,0
accel,heel_right_warning,"[0.4296, 0.5127]","[0.8272, 0.8932]",0.4712,0.8602,44.81,0,1,20.83,0.02,0.0252,accel,0.0,1
accel,wrong_pedal_danger,"[0.3991, 0.516]","[0.8327, 0.8982]",0.4576,0.8655,58.57,1,0,26.21,0.0064,0.0305,brake,5.5,2
brake,safe_brake_cover,"[0.3931, 0.4752]","[0.8146, 0.881]",0.4342,0.8478,32.47,1,0,38.94,-0.017,0.0128,brake,0.0,0
accel,safe_slight_right,"[0.412, 0.494]","[0.8051, 0.8721]",0.453,0.8386,47.28,0,1,27.08,0.0018,0.0036,accel,0.0,0
brake,safe_centered,"[0.3992, 0.5164]","[0.806, 0.8904]",0.4578,0.8482,55.04,1,0,35.25,0.0066,0.0132,brake,0.0,0
brake,heel_right_danger,"[0.5056, 0.6008]","[0.8268, 0.9069]",0.5532,0.8669,78.4,1,0,64.13,0.102,0.0319,brake,4.717,2
brake,safe_slight_right,"[0.3636, 0.5074]","[0.787, 0.8776]",0.4355,0.8323,32.48,1,0,34.95,-0.0157,-0.0027,brake,0.0,0
brake,no_pedal_danger,"[0.4072, 0.487]","[0.8089, 0.8665]",0.4471,0.8377,59.58,0,0,46.97,-0.0041,0.0027,none,3.9,2
brake,safe_centered,"[0.3922, 0.4911]","[0.7889, 0.8784]",0.4417,0.8337,38.43,1,0,50.41,-0.0095,-0.0013,brake,0.0,0
accel,heel_too_close_warning,"[0.3954, 0.5211]","[0.7136, 0.7847]",0.4583,0.7492,57.08,0,1,6.95,0.0071,-0.0858,accel,0.448,1
accel,heel_left_warning,"[0.3197, 0.4515]","[0.8067, 0.8813]",0.3856,0.844,46.23,0,1,19.8,-0.0656,0.009,accel,1.461,1
brake,heel_right_danger,"[0.4889, 0.6001]","[0.7951, 0.8625]",0.5445,0.8288,47.46,1,0,20.66,0.0933,-0.0062,brake,4.197,2
brake,heel_right_warning,"[0.4653, 0.5483]","[0.7912, 0.8578]",0.5068,0.8245,57.37,1,0,31.19,0.0556,-0.0105,brake,1.936,1
accel,safe_brake_cover,"[0.3823, 0.5047]","[0.7843, 0.8563]",0.4435,0.8203,41.8,0,1,20.98,-0.0077,-0.0147,accel,0.0,0
accel,heel_too_far_warning,"[0.4186, 0.5161]","[0.9067, 0.9737]",0.4674,0.9402,42.12,0,1,17.81,0.0162,0.1052,accel,1.494,1
accel,safe_slight_right,"[0.4201, 0.5114]","[0.7869, 0.8692]",0.4658,0.8281,30.59,0,1,21.62,0.0146,-0.0069,accel,0.0,0
brake,brake_press_low_speed_warning,"[0.3951, 0.5014]","[0.8201, 0.8904]",0.4482,0.8553,65.26,1,0,4.5,-0.003,0.0203,brake,0.0,1
accel,safe_centered,"[0.3986, 0.499]","[0.8145, 0.8833]",0.4488,0.8489,35.98,0,1,14.17,-0.0024,0.0139,accel,0.0,0
brake,accel_press_high_speed_warning,"[0.4169, 0.4886]","[0.7909, 0.8564]",0.4528,0.8236,72.35,0,1,58.04,0.0016,-0.0114,accel,5.5,2
brake,safe_centered,"[0.3897, 0.5141]","[0.7912, 0.8861]",0.4519,0.8387,45.32,1,0,26.4,0.0007,0.0037,brake,0.0,0
accel,safe_brake_cover,"[0.3789, 0.4746]","[0.7945, 0.8542]",0.4267,0.8244,36.81,0,1,51.74,-0.0245,-0.0106,accel,0.0,0
accel,safe_brake_cover,"[0.3796, 0.4899]","[0.7715, 0.8423]",0.4348,0.8069,58.95,0,1,44.65,-0.0164,-0.0281,accel,0.0,0
accel,safe_brake_cover,"[0.3951, 0.4728]","[0.8016, 0.8509]",0.434,0.8263,52.67,0,1,6.16,-0.0172,-0.0087,accel,0.0,0
accel,safe_centered,"[0.4042, 0.4807]","[0.8184, 0.9038]",0.4424,0.8611,55.21,0,1,19.62,-0.0088,0.0261,accel,0.0,0
brake,safe_brake_cover,"[0.3946, 0.4673]","[0.8017, 0.8647]",0.431,0.8332,49.63,1,0,33.08,-0.0202,-0.0018,brake,0.0,0
accel,heel_too_far_warning,"[0.3846, 0.4954]","[0.8783, 0.9489]",0.44,0.9136,53.69,0,1,15.76,-0.0112,0.0786,accel,0.629,1
accel,safe_slight_right,"[0.3896, 0.5222]","[0.7905, 0.8639]",0.4559,0.8272,28.7,0,1,29.49,0.0047,-0.0078,accel,0.0,0
brake,wrong_pedal_danger,"[0.4199, 0.5308]","[0.8256, 0.8885]",0.4753,0.8571,57.04,0,1,12.95,0.0241,0.0221,accel,5.866,2
brake,heel_too_far_warning,"[0.424, 0.4999]","[0.9055, 0.9585]",0.4619,0.932,67.21,1,0,26.16,0.0107,0.097,brake,1.227,1
brake,safe_slight_right,"[0.4005, 0.4991]","[0.7906, 0.8658]",0.4498,0.8282,46.72,1,0,44.6,-0.0014,-0.0068,brake,0.0,0
accel,heel_too_far_warning,"[0.3877, 0.4776]","[0.9411, 1.0]",0.4327,0.9761,44.77,0,1,55.44,-0.0185,0.1411,accel,3.662,2
brake,safe_brake_cover,"[0.3958, 0.507]","[0.816, 0.8792]",0.4514,0.8476,44.64,1,0,33.59,0.0002,0.0126,brake,0.0,0
accel,heel_right_warning,"[0.4843, 0.5609]","[0.7909, 0.8595]",0.5226,0.8252,59.98,0,1,15.86,0.0714,-0.0098,accel,0.628,1
accel,heel_left_warning,"[0.3486, 0.4569]","[0.7837, 0.8312]",0.4028,0.8074,58.24,0,1,60.34,-0.0484,-0.0276,accel,1.661,1
brake,heel_right_danger,"[0.4982, 0.5897]","[0.8005, 0.8679]",0.5439,0.8342,39.37,1,0,40.06,0.0927,-0.0008,brake,4.164,2
brake,heel_left_warning,"[0.3116, 0.4231]","[0.8129, 0.8869]",0.3674,0.8499,63.82,1,0,34.59,-0.0838,0.0149,brake,0.876,1
brake,safe_centered,"[0.3934, 0.512]","[0.8033, 0.8819]",0.4527,0.8426,40.46,1,0,43.65,0.0015,0.0076,brake,0.0,0
brake,heel_right_warning,"[0.4339, 0.5636]","[0.7882, 0.8503]",0.4988,0.8192,71.94,1,0,7.21,0.0476,-0.0158,brake,1.453,1
brake,safe_centered,"[0.3715, 0.4949]","[0.7984, 0.8717]",0.4332,0.8351,34.81,1,0,64.49,-0.018,0.0001,brake,0.0,0
brake,safe_slight_right,"[0.4112, 0.5344]","[0.8303, 0.8886]",0.4728,0.8595,44.41,1,0,33.76,0.0216,0.0245,brake,0.263,0
accel,heel_right_danger,"[0.4954, 0.6167]","[0.7778, 0.8708]",0.5561,0.8243,58.72,0,1,28.04,0.1049,-0.0107,accel,1.297,2
brake,wrong_pedal_danger,"[0.3981, 0.5043]","[0.7942, 0.8593]",0.4512,0.8267,54.16,0,1,17.03,0.0,-0.0083,accel,5.5,2
accel,accel_press_high_speed_warning,"[0.3841, 0.5077]","[0.8106, 0.8822]",0.4459,0.8464,57.71,0,1,40.75,-0.0053,0.0114,accel,0.0,1
brake,heel_left_danger,"[0.2736, 0.3648]","[0.7809, 0.8582]",0.3192,0.8195,21.48,1,0,52.59,-0.132,-0.0155,brake,2.532,2
accel,safe_centered,"[0.4191, 0.4791]","[0.7936, 0.8515]",0.4491,0.8226,52.46,0,1,16.12,-0.0021,-0.0124,accel,0.0,0
